2023-05-22T10:19:48.275+0800	[34mINFO[0m	mlink/hub.go:84	[elapsed 117.904501ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-22 10:19:48.158' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-31T15:00:26.584+0800	[34mINFO[0m	service/task.go:43	[elapsed 58.202398ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T15:00:26.585+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T15:00:33.774+0800	[34mINFO[0m	service/third.go:27	[elapsed 58.378036ms, rows 1] SELECT * FROM `third` WHERE `third`.`name` = 'search.zip' ORDER BY `third`.`id` LIMIT 1
2023-05-31T15:00:33.948+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 59.037082ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:00:34.009+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 60.80817ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:00:34.010+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:00:34.146+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 136.433785ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:00:34.271+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 125.136672ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 14:55:28.561',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:00:34.01',175622362710294528),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:00:26.436',false,'','[]','2023-05-31 15:00:34.01',175622362710294529)
2023-05-31T15:00:51.550+0800	[34mINFO[0m	service/task.go:43	[elapsed 58.978453ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T15:00:51.550+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T15:00:57.495+0800	[34mINFO[0m	service/third.go:27	[elapsed 58.806023ms, rows 1] SELECT * FROM `third` WHERE `third`.`name` = 'search.zip' ORDER BY `third`.`id` LIMIT 1
2023-05-31T15:00:57.648+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 61.088062ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:00:57.708+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 59.687693ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:00:57.708+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:00:57.844+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 135.733564ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:00:57.971+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 126.959796ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 14:55:28.561',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:00:57.708',175622462106910720),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:00:51.401',false,'','[]','2023-05-31 15:00:57.708',175622462106910721)
2023-05-31T15:02:53.918+0800	[33mWARN[0m	service/phase.go:46	agent 172.31.61.150(168654750021468160) 下线了
2023-05-31T15:02:54.047+0800	[34mINFO[0m	mlink/hub.go:244	[elapsed 129.436975ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-31 15:02:53.918' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-31T15:03:11.375+0800	[34mINFO[0m	mlink/hub.go:116	[elapsed 58.54435ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-31T15:03:11.498+0800	[34mINFO[0m	mlink/hub.go:231	[elapsed 122.197592ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker',`updated_at`='2023-05-31 15:03:11.376' WHERE `minion`.`id` = 168654750021468160
2023-05-31T15:03:11.498+0800	[34mINFO[0m	service/phase.go:39	agent 172.31.61.150(168654750021468160) 上线了
2023-05-31T15:03:11.499+0800	[34mINFO[0m	subtask/sync.go:44	拉取节点配置状态并同步
2023-05-31T15:03:11.563+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 59.393156ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:03:11.623+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 59.316646ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:03:14.871+0800	[34mINFO[0m	service/third.go:27	[elapsed 58.178338ms, rows 1] SELECT * FROM `third` WHERE `third`.`name` = 'search.zip' ORDER BY `third`.`id` LIMIT 1
2023-05-31T15:03:14.975+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:03:15.113+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 138.012487ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:03:15.238+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 125.23298ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 15:03:11.483',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:03:14.975',175623037850632192),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:03:11.484',false,'','[]','2023-05-31 15:03:14.975',175623037850632193)
2023-05-31T15:03:19.419+0800	[34mINFO[0m	service/task.go:43	[elapsed 62.166044ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T15:03:19.419+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T15:03:21.659+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 60.031634ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:03:21.718+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 58.673851ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:03:21.718+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:03:21.857+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 139.215294ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:03:21.986+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 128.822608ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 15:03:11.483',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:03:21.718',175623066137018368),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:03:19.268',false,'','[]','2023-05-31 15:03:21.718',175623066137018369)
2023-05-31T15:03:24.898+0800	[34mINFO[0m	service/task.go:43	[elapsed 57.831603ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T15:03:24.898+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T15:03:26.030+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 60.997766ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:03:26.090+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 59.511054ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:03:26.090+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:03:26.225+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 134.63597ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:03:26.347+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 121.924985ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 15:03:11.483',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:03:26.09',175623084457738240),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:03:24.747',false,'','[]','2023-05-31 15:03:26.09',175623084457738241)
2023-05-31T15:03:29.410+0800	[34mINFO[0m	service/task.go:43	[elapsed 58.309498ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T15:03:29.411+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T15:03:30.378+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 59.45839ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:03:30.437+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 59.280879ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:03:30.437+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:03:30.577+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 139.529289ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:03:30.699+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 121.620617ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 15:03:11.483',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:03:30.437',175623102711349248),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:03:29.26',false,'','[]','2023-05-31 15:03:30.437',175623102711349249)
2023-05-31T15:03:47.610+0800	[34mINFO[0m	service/task.go:43	[elapsed 58.210212ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T15:03:47.610+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T15:03:49.095+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 59.230832ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:03:49.155+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 58.709963ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:03:49.155+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:03:49.291+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 135.110157ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:03:49.413+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 122.035309ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 15:03:11.483',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:03:49.156',175623181203554304),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:03:47.459',false,'','[]','2023-05-31 15:03:49.156',175623181203554305)
2023-05-31T15:04:21.008+0800	[34mINFO[0m	service/task.go:43	[elapsed 58.123057ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T15:04:21.008+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T15:04:22.109+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 59.094092ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T15:04:22.168+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 58.451555ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T15:04:22.168+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T15:04:22.301+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 132.932137ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T15:04:22.422+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 121.02142ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 15:03:11.483',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 15:04:22.168',175623319657529344),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 15:04:20.857',false,'','[]','2023-05-31 15:04:22.168',175623319657529345)
2023-05-31T18:06:11.310+0800	[33mWARN[0m	service/phase.go:46	agent 172.31.61.150(168654750021468160) 下线了
2023-05-31T18:06:11.433+0800	[34mINFO[0m	mlink/hub.go:244	[elapsed 123.29348ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-31 18:06:11.31' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-31T18:07:16.360+0800	[34mINFO[0m	mlink/hub.go:116	[elapsed 58.023584ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-31T18:07:16.484+0800	[34mINFO[0m	mlink/hub.go:231	[elapsed 122.853822ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker',`updated_at`='2023-05-31 18:07:16.361' WHERE `minion`.`id` = 168654750021468160
2023-05-31T18:07:16.484+0800	[34mINFO[0m	service/phase.go:39	agent 172.31.61.150(168654750021468160) 上线了
2023-05-31T18:07:16.484+0800	[34mINFO[0m	subtask/sync.go:44	拉取节点配置状态并同步
2023-05-31T18:07:16.549+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 58.536574ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T18:07:16.607+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 58.385833ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T18:07:16.652+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T18:07:16.787+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 135.507482ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T18:07:16.908+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 120.163319ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 18:07:16.443',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 18:07:16.652',175669349992251392),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','fail','55c694eae7457a1b10cbfa9414cae313','tunnel','2023-05-31 18:07:16.445',true,'1111:1: attempt to call a non-function object
stack traceback:
	1111:1: in main chunk
	[G]: ?','[]','2023-05-31 18:07:16.652',175669349992251393)
2023-05-31T18:07:51.676+0800	[34mINFO[0m	subtask/sync.go:44	拉取节点配置状态并同步
2023-05-31T18:07:51.737+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 60.213206ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T18:07:51.797+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 59.880837ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T18:07:51.859+0800	[34mINFO[0m	service/third.go:27	[elapsed 60.041365ms, rows 1] SELECT * FROM `third` WHERE `third`.`name` = 'search.zip' ORDER BY `third`.`id` LIMIT 1
2023-05-31T18:07:51.967+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T18:07:52.106+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 138.727534ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T18:07:52.232+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 125.867677ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 18:07:16.443',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 18:07:51.967',175669498135068672),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','0889a9a0a09399e458832a4c29a92c5d','tunnel','2023-05-31 18:07:51.601',false,'','[]','2023-05-31 18:07:51.967',175669498135068673)
2023-05-31T18:08:25.161+0800	[34mINFO[0m	service/task.go:43	[elapsed 59.069868ms, rows 1] SELECT * FROM `substance` WHERE `substance`.`id` = 173066740366196736 ORDER BY `substance`.`id` LIMIT 1
2023-05-31T18:08:25.161+0800	[34mINFO[0m	subtask/sync.go:30	重启指定配置并同步：[TaskDiff] 更新 1 条配置：1111
2023-05-31T18:08:25.221+0800	[34mINFO[0m	service/third.go:27	[elapsed 59.446567ms, rows 1] SELECT * FROM `third` WHERE `third`.`name` = 'search.zip' ORDER BY `third`.`id` LIMIT 1
2023-05-31T18:08:25.385+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 60.561371ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T18:08:25.445+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 59.851125ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T18:08:25.445+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T18:08:25.582+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 136.817081ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
2023-05-31T18:08:25.710+0800	[34mINFO[0m	subtask/sync.go:87	[elapsed 127.937383ms, rows 2] INSERT INTO `minion_task` (`substance_id`,`minion_id`,`inet`,`dialect`,`name`,`link`,`status`,`hash`,`from`,`uptime`,`failed`,`cause`,`runners`,`created_at`,`id`) VALUES (172796424830205952,168654750021468160,'172.31.61.150',true,'kkff22','','running','4c03b87e9c06ca51bee54cee8ef24106','tunnel','2023-05-31 18:07:16.443',false,'','[{"name":"kfk223","type":"*kfk.Producer","status":"run"}]','2023-05-31 18:08:25.445',175669638539395072),(173066740366196736,168654750021468160,'172.31.61.150',true,'1111','','running','0889a9a0a09399e458832a4c29a92c5d','tunnel','2023-05-31 18:08:24.964',false,'','[]','2023-05-31 18:08:25.445',175669638539395073)
2023-05-31T18:57:15.383+0800	[33mWARN[0m	service/phase.go:46	agent 172.31.61.150(168654750021468160) 下线了
2023-05-31T18:57:15.532+0800	[34mINFO[0m	mlink/hub.go:244	[elapsed 148.349105ms, rows 1] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-31 18:57:15.384' WHERE `minion`.`id` = 168654750021468160 AND `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-31T19:00:06.421+0800	[33mWARN[0m	launch/daemon.go:61	与中心端的连接已断开
2023-05-31T19:00:06.537+0800	[34mINFO[0m	mlink/hub.go:275	[elapsed 115.610284ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-31 19:00:06.421' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-31T19:00:06.537+0800	[34mINFO[0m	main/main.go:51	程序运行结束
2023-05-31T19:00:35.702+0800	[34mINFO[0m	mlink/hub.go:275	[elapsed 112.649693ms, rows 0] UPDATE `minion` SET `status`=2,`updated_at`='2023-05-31 19:00:35.59' WHERE `minion`.`broker_id` = 62837086593667088 AND `minion`.`status` = 3
2023-05-31T19:02:51.610+0800	[34mINFO[0m	mlink/hub.go:116	[elapsed 61.479247ms, rows 1] SELECT * FROM `minion` WHERE `minion`.`inet` = '172.31.61.150' ORDER BY `minion`.`id` LIMIT 1
2023-05-31T19:02:51.739+0800	[34mINFO[0m	mlink/hub.go:231	[elapsed 127.979013ms, rows 1] UPDATE `minion` SET `id`=168654750021468160,`inet`='172.31.61.150',`mac`='c0:25:a5:82:90:dc',`goos`='windows',`arch`='amd64',`status`=3,`broker_id`=62837086593667088,`broker_name`='本地测试Broker',`updated_at`='2023-05-31 19:02:51.611' WHERE `minion`.`id` = 168654750021468160
2023-05-31T19:02:51.740+0800	[34mINFO[0m	service/phase.go:39	agent 172.31.61.150(168654750021468160) 上线了
2023-05-31T19:02:51.740+0800	[34mINFO[0m	subtask/sync.go:44	拉取节点配置状态并同步
2023-05-31T19:02:51.810+0800	[34mINFO[0m	subtask/compare.go:34	[elapsed 59.757356ms, rows 0] SELECT * FROM `effect` WHERE `effect`.`enable` = true AND `effect`.`tag` IN (SELECT DISTINCT `minion_tag`.`tag` FROM `minion_tag` WHERE `minion_tag`.`minion_id` = 168654750021468160)
2023-05-31T19:02:51.871+0800	[34mINFO[0m	subtask/compare.go:52	[elapsed 60.759116ms, rows 2] SELECT * FROM `substance` WHERE `substance`.`minion_id` = 168654750021468160
2023-05-31T19:02:51.970+0800	[34mINFO[0m	service/third.go:27	[elapsed 58.023489ms, rows 1] SELECT * FROM `third` WHERE `third`.`name` = 'search.zip' ORDER BY `third`.`id` LIMIT 1
2023-05-31T19:02:52.579+0800	[34mINFO[0m	subtask/sync.go:78	向 agent 172.31.61.150(168654750021468160) 配置同步成功
2023-05-31T19:02:52.713+0800	[34mINFO[0m	subtask/sync.go:85	[elapsed 133.946873ms, rows 2] DELETE FROM `minion_task` WHERE `minion_task`.`minion_id` = 168654750021468160
